Employee_ID,Age,Gender,Country,Industry,Work_Mode,Work_Hours_Per_Week,Stress_Level,Sleep_Hours,Productivity_Score,Physical_Activity_Hours,Mental_Health_Support_Access,Burnout_Risk
EMP_0255,33,Male,Australia,Healthcare,Remote,31,8,5.903447978099774,77,8.907455918497213,Yes,Low
EMP_0256,43,Non-binary,France,Manufacturing,On-site,48,10,4.444807538596933,40,5.881051982419979,Yes,High
EMP_0257,43,Male,UK,Manufacturing,Remote,47,10,5.691717903777099,59,9.175179685495706,No,High
EMP_0258,51,Female,India,Manufacturing,Remote,45,5,6.829301885632257,84,5.465224578324176,Yes,High
EMP_0259,59,Male,USA,Retail,Remote,33,1,8.817657534993284,100,5.059655630200029,No,Low
EMP_0260,59,Non-binary,UK,Retail,On-site,41,1,7.492809502503761,74,2.2235301921031447,No,Low
EMP_0261,29,Female,Japan,Healthcare,On-site,58,10,7.279432734357491,50,5.44786654030205,Yes,High
EMP_0262,48,Non-binary,India,Retail,Hybrid,36,4,5.637874574541145,49,1.4058483124889698,Yes,High
EMP_0263,48,Female,UK,Manufacturing,On-site,43,2,6.010617633215786,83,8.696902012595455,No,Low
EMP_0264,55,Male,Germany,Manufacturing,Remote,41,6,6.103686767953366,83,6.758918887082935,No,High
EMP_0265,42,Non-binary,Australia,Finance,Remote,64,10,6.1526456653766735,70,9.936354484929419,No,High
EMP_0266,51,Non-binary,UK,Retail,On-site,34,1,6.578155748501675,53,0.920974277905231,Yes,Low
EMP_0267,54,Female,France,Tech,On-site,46,7,6.668786725940223,55,2.4067274984528684,No,Medium
EMP_0268,49,Non-binary,Brazil,Tech,On-site,61,10,6.593105951647782,88,8.771586042661392,Yes,High
EMP_0269,54,Female,Germany,Finance,Hybrid,39,4,6.194410923677821,57,3.9525409976891765,Yes,Low
EMP_0270,26,Female,USA,Finance,Remote,46,8,7.162063798974672,73,4.663029899818976,No,Low
EMP_0271,40,Female,USA,Finance,Hybrid,34,8,6.62270225995987,45,8.606518873876169,Yes,Low
EMP_0272,25,Female,USA,Tech,Hybrid,38,5,5.085319304533327,42,5.218232249499523,Yes,Medium
EMP_0273,56,Male,USA,Manufacturing,Remote,62,8,7.0412581867095225,62,1.9347584941436813,No,Low
EMP_0274,38,Female,Brazil,Finance,Remote,47,8,6.859883202662108,95,8.92030115409781,No,Medium
EMP_0275,49,Non-binary,UK,Healthcare,On-site,38,9,5.104447056933789,83,0.3106165642303349,Yes,High
EMP_0276,51,Male,Canada,Finance,On-site,58,10,6.2904382639641545,55,8.953962676434433,No,High
EMP_0277,50,Non-binary,UK,Education,Hybrid,43,10,7.716487073213631,64,0.5052022667233469,Yes,High
EMP_0278,27,Male,Japan,Finance,On-site,54,10,5.636260073607154,79,6.658493646001281,No,High
EMP_0279,56,Female,Australia,Tech,On-site,44,7,5.509385116325808,83,0.7167937967533466,No,Low
EMP_0280,58,Male,India,Retail,Remote,35,4,6.610139653609914,60,7.062129859650655,No,Medium
EMP_0281,45,Male,Canada,Finance,Remote,58,10,7.747518723774357,83,0.3397132133295089,No,High
EMP_0282,50,Non-binary,Canada,Retail,On-site,44,3,9.172393108867235,84,8.424577277107876,Yes,Low
EMP_0283,52,Non-binary,UK,Education,Remote,58,5,7.790722425824421,45,4.6594395092998475,No,Medium
EMP_0284,56,Female,Canada,Healthcare,On-site,33,3,8.30179328818733,79,0.9345391266887793,Yes,Low
EMP_0285,54,Male,Singapore,Retail,Remote,47,5,7.416037154201996,74,7.068194450101439,Yes,High
EMP_0286,42,Male,Singapore,Manufacturing,Remote,45,6,6.177860824428723,80,4.892901575037625,No,Low
EMP_0287,53,Male,Japan,Finance,Remote,40,8,7.782053291916295,59,1.9094885887544288,No,Low
EMP_0288,44,Female,India,Education,Remote,43,4,6.897270341286255,83,0.15672373888725777,No,Low
EMP_0289,54,Female,France,Education,On-site,32,7,7.452440605393615,60,4.179982597255371,No,Medium
EMP_0290,24,Female,Brazil,Retail,Hybrid,47,8,5.864764208378847,63,0.8562923072853557,No,Medium
EMP_0291,39,Female,UK,Healthcare,Remote,49,10,7.559734961007767,64,0.941696982472372,Yes,High
EMP_0292,46,Female,Brazil,Tech,On-site,54,9,6.855390163880925,53,2.6732954836267684,No,High
EMP_0293,52,Non-binary,France,Finance,On-site,42,8,7.2775092966209005,99,6.304582972424243,Yes,Low
EMP_0294,24,Male,UK,Education,Remote,33,4,6.8979121902098415,95,5.299106085609492,Yes,Medium
EMP_0295,45,Male,UK,Healthcare,Hybrid,43,8,6.667356261589981,51,0.689873082586806,Yes,Medium
EMP_0296,53,Male,India,Manufacturing,Remote,62,7,7.58162893554209,43,9.684312758924698,Yes,Medium
EMP_0297,43,Male,Brazil,Education,On-site,57,10,6.512690645330124,75,8.87168688294591,No,High
EMP_0298,44,Male,Singapore,Healthcare,Hybrid,37,9,5.093574243546892,78,2.5922548714515825,No,High
EMP_0299,23,Male,USA,Tech,On-site,63,5,4.751235909181066,45,1.2233857596214126,Yes,Medium
EMP_0300,48,Male,Brazil,Tech,Remote,34,4,7.221299883312374,46,9.424028647569902,Yes,Low
EMP_0301,23,Male,Australia,Education,Hybrid,34,1,6.463338622325373,95,4.611417778806999,No,Low
EMP_0302,47,Non-binary,Australia,Education,On-site,60,10,4.9250809870815395,60,3.1116696477143577,Yes,High
EMP_0303,38,Male,UK,Retail,On-site,38,1,7.127841960464536,60,4.903580351651874,No,Low
EMP_0304,54,Non-binary,USA,Finance,On-site,61,6,6.8873505340319685,78,7.727441445464121,Yes,High
EMP_0305,30,Female,Germany,Healthcare,Remote,62,10,6.400463688132721,64,1.6838529830305449,No,High
EMP_0306,50,Male,France,Education,Hybrid,32,1,7.296171181817023,67,7.674958335093072,Yes,Low
EMP_0307,47,Female,Japan,Finance,Remote,59,10,8.578112812129365,48,7.4944678793386545,Yes,High
EMP_0308,56,Female,USA,Retail,Remote,41,8,8.541508862422166,79,5.3934820484087975,Yes,Medium
EMP_0309,46,Female,Japan,Finance,Remote,58,9,7.172517571730302,55,8.658422887495817,No,High
EMP_0310,45,Non-binary,Brazil,Education,Hybrid,32,5,6.898347480564576,77,1.3214337816986055,No,Low
EMP_0311,34,Female,Brazil,Tech,Remote,55,10,7.189282249134017,61,5.954790066656731,No,High
EMP_0312,28,Female,Japan,Healthcare,Remote,59,9,7.3708083193292175,96,4.493430525018216,Yes,High
EMP_0313,57,Female,France,Healthcare,Remote,38,9,6.678042187530334,80,4.222921128358317,Yes,High
EMP_0314,41,Male,USA,Tech,Remote,55,10,7.2094516719437225,87,2.5256107126952543,Yes,High
EMP_0315,22,Male,Germany,Education,On-site,31,7,5.111644514749843,42,3.7227965680990804,Yes,Low
EMP_0316,29,Non-binary,UK,Healthcare,Remote,32,5,7.097618660016117,95,1.0815075602366575,Yes,Low
EMP_0317,37,Non-binary,India,Education,On-site,33,7,7.572176314029526,43,2.5159896976482523,Yes,Medium
EMP_0318,35,Male,Brazil,Retail,Remote,54,10,6.412189669592313,50,2.719651077780826,No,High
EMP_0319,33,Non-binary,Australia,Education,Hybrid,42,3,6.885432826856682,94,7.206678674601394,No,Low
EMP_0320,44,Male,France,Finance,On-site,64,7,5.666193543158651,70,0.48550427208863156,No,Low
EMP_0321,36,Female,India,Tech,On-site,52,3,5.499623700448824,72,6.511923081508607,Yes,Low
EMP_0322,49,Female,Germany,Education,On-site,38,4,7.252978093551029,68,2.2140990979318986,No,Medium
EMP_0323,55,Non-binary,Canada,Retail,On-site,31,2,6.124524381114861,41,0.8186150591629393,Yes,Low
EMP_0324,23,Male,UK,Manufacturing,Hybrid,60,6,4.86780920610877,46,3.008061610854341,Yes,Medium
EMP_0325,53,Male,Brazil,Tech,Remote,31,7,5.66586604103867,88,2.244728694286028,No,Medium
EMP_0326,44,Non-binary,UK,Healthcare,On-site,61,7,5.840345087449517,74,5.5203237583985,Yes,Medium
EMP_0327,43,Male,India,Finance,Hybrid,47,9,7.9294965972780895,98,3.573764034479624,Yes,High
EMP_0328,46,Female,UK,Healthcare,On-site,42,6,7.2149368136421606,76,9.659937424083262,Yes,Medium
EMP_0329,43,Non-binary,Canada,Retail,Remote,34,3,5.95407736221124,74,9.635495993908506,Yes,Low
EMP_0330,43,Non-binary,India,Retail,On-site,39,1,6.2946809140346085,71,4.437152691202395,Yes,Low
EMP_0331,27,Male,Brazil,Healthcare,Hybrid,54,6,8.574501299328672,90,7.950874606602596,No,Low
EMP_0332,36,Non-binary,USA,Tech,Remote,63,7,8.12332292223634,48,0.13268540860875033,No,Medium
EMP_0333,58,Male,Australia,Healthcare,Hybrid,59,4,5.658327486421807,89,5.478115847248026,Yes,Low
EMP_0334,54,Male,India,Education,Remote,36,4,8.396231031551592,75,7.43299172306979,Yes,Medium
EMP_0335,29,Male,Singapore,Healthcare,Remote,35,5,6.9032454298602275,62,2.1694322540733593,No,High
EMP_0336,26,Male,Canada,Finance,Remote,32,1,7.959533951267493,63,0.6117175516594375,No,Low
EMP_0337,25,Male,India,Finance,On-site,42,3,6.804030453998192,84,1.559189359064559,No,Low
EMP_0338,27,Non-binary,India,Manufacturing,Hybrid,32,4,8.42299503849061,100,4.41848087173857,Yes,Medium
EMP_0339,53,Female,Singapore,Finance,Hybrid,55,7,5.608455266152242,63,5.06371420756262,No,Low
EMP_0340,51,Female,Brazil,Healthcare,Hybrid,53,10,6.693459482342181,61,3.808851221087685,No,High
EMP_0341,56,Non-binary,India,Finance,Remote,35,4,8.45975173347894,53,4.3997376704238,Yes,High
EMP_0342,37,Non-binary,Australia,Tech,On-site,41,4,4.128870222163284,50,4.702349596092813,Yes,High
EMP_0343,34,Female,UK,Finance,Remote,31,1,6.944726315050642,51,7.694366616010963,No,Low
EMP_0344,51,Female,Brazil,Education,Hybrid,40,6,6.527744416152175,90,1.0524189807765238,Yes,High
EMP_0345,40,Female,Australia,Tech,On-site,63,10,7.821593476652494,51,7.6895046715939595,No,High
EMP_0346,38,Female,Brazil,Manufacturing,On-site,55,5,8.283896122493166,100,6.886273022949982,No,Low
EMP_0347,40,Female,Australia,Education,On-site,47,8,7.876340583168357,48,7.4166080947631805,Yes,Low
EMP_0348,49,Male,Canada,Healthcare,Hybrid,50,5,7.289200304076695,84,7.344683858753228,Yes,Low
EMP_0349,47,Non-binary,Australia,Healthcare,On-site,51,10,7.048677457714432,52,4.705918158017837,No,High
EMP_0350,58,Male,Japan,Healthcare,On-site,59,8,6.588747254224122,65,2.1140018456090006,Yes,High
EMP_0351,47,Female,Australia,Education,Remote,59,10,7.251967145829558,60,5.36628904301804,Yes,High
EMP_0352,44,Female,USA,Education,Remote,37,5,8.751585795502612,61,9.579820536090995,Yes,Medium
EMP_0353,30,Female,USA,Education,On-site,63,10,6.00338524206695,66,5.885256813933637,Yes,High
EMP_0354,33,Male,France,Tech,On-site,38,7,6.517502229851112,96,0.11047145212777609,Yes,Low
EMP_0355,22,Male,Japan,Retail,Remote,49,4,6.909388032919831,88,0.5971090487639064,Yes,Low
EMP_0356,22,Female,Japan,Tech,Remote,54,5,8.201119215034803,72,9.928634336035524,Yes,Medium
EMP_0357,55,Male,UK,Healthcare,Remote,48,6,7.267962807462647,96,0.7194635923944037,No,Medium
EMP_0358,53,Male,Japan,Retail,Hybrid,34,8,8.180178274654228,69,0.4604516004489856,Yes,High
EMP_0359,46,Female,UK,Finance,Hybrid,40,3,8.240931988604322,97,3.530242693586554,No,Low
EMP_0360,22,Male,France,Healthcare,Remote,44,8,7.710444190983976,46,9.693172032693367,Yes,Low
EMP_0361,37,Non-binary,France,Manufacturing,On-site,37,9,5.723207660121336,53,3.1867515373286572,No,High
EMP_0362,26,Non-binary,Canada,Tech,Remote,48,9,8.993312694276057,66,4.098841308752706,Yes,High
EMP_0363,43,Non-binary,USA,Education,Hybrid,52,4,8.694856805311241,86,6.340770612085656,No,Low
EMP_0364,50,Non-binary,Australia,Tech,On-site,56,7,7.076248060602804,54,0.24111839326397821,Yes,Medium
EMP_0365,24,Female,Australia,Education,Hybrid,61,10,5.341875709019734,83,8.97763577519188,No,High
EMP_0366,33,Female,Singapore,Retail,On-site,55,4,5.1274022105507715,67,5.194430175544321,Yes,Low
EMP_0367,47,Female,Singapore,Manufacturing,Hybrid,56,7,7.305178751864452,88,4.66810906004058,Yes,Medium
EMP_0368,37,Non-binary,Germany,Retail,On-site,48,5,6.157899469443057,86,8.607266622066303,No,Medium
EMP_0369,58,Non-binary,Brazil,Manufacturing,On-site,58,10,4.9393730399675455,52,9.530765893580211,No,High
EMP_0370,43,Male,Canada,Tech,On-site,62,10,5.104761160764398,40,4.234252316468348,Yes,High
EMP_0371,50,Male,Germany,Education,On-site,48,4,6.43602091200399,64,1.7244107929323071,No,High
EMP_0372,35,Non-binary,Germany,Retail,Hybrid,48,3,7.233915488573174,61,8.15709270002073,No,Low
EMP_0373,49,Non-binary,India,Manufacturing,Hybrid,62,10,8.686855661218992,63,4.0326042122248715,Yes,High
EMP_0374,26,Non-binary,India,Healthcare,On-site,45,10,7.58106492921621,100,9.35545539511766,No,High
EMP_0375,51,Non-binary,Germany,Healthcare,On-site,52,3,6.542314563434303,90,9.498989838309829,Yes,Low
EMP_0376,26,Male,Japan,Retail,Hybrid,36,5,7.455939469207359,57,1.148290317213695,No,Medium
EMP_0377,33,Non-binary,Brazil,Education,On-site,55,10,7.348681102706389,75,9.565539673328512,Yes,High
EMP_0378,37,Male,Canada,Retail,On-site,61,10,7.887454248635127,60,3.6827032544512095,No,High
EMP_0379,47,Non-binary,Germany,Tech,On-site,41,3,6.952069463699363,47,6.462525176571905,Yes,Low
EMP_0380,47,Non-binary,Australia,Manufacturing,Remote,37,8,8.243437301214533,100,0.34750081734046034,Yes,High
EMP_0381,42,Non-binary,Brazil,Tech,On-site,34,1,7.989342160272982,78,8.888842740838326,No,Low
EMP_0382,57,Male,India,Healthcare,Remote,57,9,7.099240004366284,91,6.4159732934486495,No,High
EMP_0383,54,Male,Australia,Manufacturing,On-site,34,1,6.856930772480915,67,6.435544669564192,Yes,Low
EMP_0384,51,Female,India,Retail,Hybrid,55,10,8.103698174788512,83,9.021761599774837,Yes,High
EMP_0385,58,Non-binary,India,Tech,Remote,34,1,6.143830818271554,52,5.083471749073432,No,Low
EMP_0386,44,Female,Brazil,Finance,Remote,51,9,5.1920646050279275,41,4.105166403625505,No,High
EMP_0387,31,Female,India,Education,On-site,44,4,5.185242409979205,48,8.661287522923162,No,Medium
EMP_0388,26,Male,France,Education,On-site,42,9,6.044350629892589,82,7.424205118713982,No,High
EMP_0389,57,Male,USA,Finance,Remote,57,8,7.7915827585327,64,9.48975664964901,No,Low
EMP_0390,55,Female,France,Healthcare,Hybrid,62,7,6.492641374468164,95,9.401218933105326,No,Medium
EMP_0391,52,Non-binary,USA,Manufacturing,Hybrid,52,10,7.245419203373471,96,3.8232616456024027,Yes,High
EMP_0392,31,Male,Singapore,Education,On-site,62,10,6.405644714942717,85,4.469862901414179,No,High
EMP_0393,40,Non-binary,Singapore,Finance,Hybrid,47,3,6.4151711608192405,88,2.559849537907785,No,Low
EMP_0394,53,Non-binary,India,Retail,Hybrid,59,6,5.769443590586616,47,6.6064788913856765,No,Medium
EMP_0395,22,Female,Canada,Finance,On-site,55,10,6.889725249501174,40,3.6454197008888656,No,High
EMP_0396,26,Female,Canada,Healthcare,Hybrid,45,10,6.789803517065252,40,7.861006466076711,Yes,High
EMP_0397,25,Female,USA,Healthcare,On-site,42,7,7.495198027818186,49,1.2155076073091053,Yes,Low
EMP_0398,37,Female,Australia,Tech,Remote,62,10,7.345237128414061,62,1.164028511657459,Yes,High
EMP_0399,45,Male,Brazil,Education,On-site,55,9,6.763423142849905,62,2.0445538141939688,Yes,High
EMP_0400,37,Male,India,Tech,Remote,30,1,5.1926933859277895,40,0.8429218843741348,No,Low
EMP_0401,23,Female,Brazil,Finance,Remote,31,7,8.284695361093933,96,6.2003160767823475,Yes,Medium
EMP_0402,49,Male,France,Manufacturing,Hybrid,35,2,6.897946793154372,47,1.4735276601673863,No,Low
EMP_0403,53,Female,Canada,Manufacturing,Hybrid,53,7,7.095571227872676,48,1.5996291746765423,No,Medium
EMP_0404,48,Non-binary,Japan,Healthcare,Hybrid,47,8,8.92059407897327,61,0.1422822372916599,Yes,Low
EMP_0405,41,Non-binary,France,Manufacturing,On-site,56,10,8.08986655191514,50,7.820900146236099,Yes,High
EMP_0406,45,Non-binary,France,Manufacturing,Hybrid,37,2,7.535739038580076,71,8.12296055423481,No,Low
EMP_0407,33,Female,USA,Manufacturing,Remote,57,7,6.997233055155009,53,1.620224163644397,Yes,Low
EMP_0408,56,Non-binary,UK,Finance,Hybrid,39,9,6.986025341399016,89,7.395244342672244,Yes,High
EMP_0409,54,Male,France,Manufacturing,Hybrid,46,8,7.288137397266235,93,4.335451231573596,No,Medium
EMP_0410,54,Non-binary,India,Retail,On-site,58,10,7.4882880710279585,56,2.3959488296539133,No,High
EMP_0411,58,Non-binary,Germany,Manufacturing,On-site,35,1,9.053682106940961,99,6.213846080738289,No,Low
EMP_0412,33,Non-binary,Germany,Manufacturing,Remote,43,9,9.967919299315373,60,1.784840743470848,No,High
EMP_0413,24,Male,India,Tech,On-site,51,9,7.34831296648426,98,7.568836076530355,No,High
EMP_0414,22,Female,UK,Finance,Hybrid,35,7,4.416068713547641,40,0.476152275705517,Yes,High
EMP_0415,54,Male,UK,Healthcare,On-site,55,9,5.857906632049936,73,9.591309329279143,No,High
EMP_0416,31,Female,USA,Tech,Remote,41,6,9.17379625824612,87,0.7187525370862446,No,High
EMP_0417,50,Female,Canada,Education,Hybrid,64,10,7.862383153906896,83,5.794484192486897,No,High
EMP_0418,34,Non-binary,Brazil,Finance,Remote,43,4,7.511255784693995,43,9.021942901223785,Yes,Medium
EMP_0419,33,Female,UK,Retail,On-site,51,7,6.799794506314287,88,0.11904468847850347,No,Medium
EMP_0420,52,Male,Japan,Finance,On-site,52,10,5.573173528928819,79,4.98514460989057,No,High
EMP_0421,23,Male,USA,Education,Remote,36,1,9.013347705694603,88,3.500069643106799,Yes,Low
EMP_0422,56,Female,Singapore,Education,Hybrid,54,6,6.012147698231093,44,5.803321902579091,No,Medium
EMP_0423,44,Non-binary,Australia,Education,On-site,42,7,7.875174179845934,87,2.254573867376587,No,Medium
EMP_0424,38,Non-binary,Singapore,Healthcare,On-site,50,10,5.4391578762950274,48,0.6489921723172476,No,High
EMP_0425,47,Male,USA,Manufacturing,Hybrid,39,9,6.741581578206068,44,6.25933036848707,Yes,High
EMP_0426,29,Non-binary,France,Finance,On-site,38,5,8.191548556543557,98,4.168492394934025,Yes,Low
EMP_0427,50,Female,Brazil,Manufacturing,Remote,44,8,6.7003669930398475,77,6.224855387062297,No,Low
EMP_0428,47,Female,Australia,Manufacturing,On-site,31,7,6.557860149560767,75,2.1053914683784294,No,Medium
EMP_0429,31,Male,Singapore,Retail,On-site,54,10,7.0127635220184175,43,3.3874126295348184,No,High
EMP_0430,47,Female,Australia,Education,Hybrid,42,4,5.396796529078086,65,5.616813893646103,Yes,Medium
EMP_0431,55,Male,Japan,Healthcare,Remote,63,5,5.171023711544782,80,5.931127783247273,Yes,Low
EMP_0432,28,Female,Japan,Retail,Hybrid,63,10,7.857083779232714,90,3.7231480777426516,Yes,High
EMP_0433,25,Male,Japan,Tech,On-site,64,6,6.493348089258641,72,2.800532056165564,Yes,Low
EMP_0434,32,Non-binary,USA,Healthcare,On-site,32,1,7.847781712697747,74,2.7370062948859584,Yes,Low
EMP_0435,50,Female,Brazil,Manufacturing,Hybrid,35,6,8.34181962058085,70,1.7469935142089843,Yes,Medium
EMP_0436,57,Female,USA,Healthcare,Hybrid,48,10,8.438371130794556,87,3.2540496232958716,No,High
EMP_0437,46,Male,Germany,Education,Hybrid,32,7,5.054790058508393,42,1.9944033701321995,Yes,Low
EMP_0438,42,Male,France,Tech,Remote,47,10,6.162604854095322,52,6.3381540622994486,No,High
EMP_0439,57,Female,France,Education,On-site,38,2,7.645102368452567,63,5.690669982420896,Yes,Low
EMP_0440,31,Male,Japan,Tech,Hybrid,41,6,7.663602006284382,90,3.8258882367092006,No,Medium
EMP_0441,58,Female,Germany,Retail,On-site,34,5,9.699325101035548,53,3.2583001993739447,Yes,Low
EMP_0442,30,Non-binary,UK,Manufacturing,Remote,32,8,5.910863760120302,69,2.376142001946425,No,Low
EMP_0443,45,Male,UK,Tech,Remote,40,9,8.401802081744917,96,5.354583089593412,No,High
EMP_0444,56,Female,Japan,Tech,Remote,59,5,7.446729532046248,49,9.189027643456884,No,Low
EMP_0445,56,Non-binary,Singapore,Tech,Remote,33,6,5.031716960003836,81,6.857030513889372,Yes,Medium
EMP_0446,57,Non-binary,USA,Healthcare,On-site,34,5,6.342621715928086,83,7.444147140355674,Yes,Low
EMP_0447,39,Female,Japan,Retail,Remote,30,2,7.31503361478799,61,8.343778636564078,Yes,Low
EMP_0448,53,Male,Canada,Healthcare,Remote,56,5,4.954759950044481,71,3.5163497333784877,No,Low
EMP_0449,45,Female,Australia,Manufacturing,Hybrid,57,10,4.5113127940340245,78,0.6287578211448763,No,High
EMP_0450,44,Non-binary,France,Tech,Remote,58,8,4.886508905636028,81,6.225588033216443,No,Low
EMP_0451,53,Female,UK,Retail,Hybrid,47,7,7.310960386101207,93,1.8867229122803264,Yes,Medium
EMP_0452,58,Male,India,Retail,Remote,41,7,6.418399289519872,57,5.690436499956663,Yes,Medium
EMP_0453,33,Non-binary,UK,Finance,Remote,42,10,6.256053163223658,62,7.395102331570648,No,High
EMP_0454,34,Female,France,Manufacturing,Hybrid,31,1,6.297253797801127,54,7.836383021478365,Yes,Low
EMP_0455,44,Male,Australia,Retail,Remote,45,9,5.291053106010475,53,3.0183912024751547,Yes,High
EMP_0456,46,Non-binary,France,Tech,On-site,53,6,6.452316180591871,87,5.1243323256931514,Yes,Medium
EMP_0457,56,Male,India,Tech,On-site,64,10,4.815522342313797,78,6.209650962771923,Yes,High
EMP_0458,51,Non-binary,Japan,Retail,Remote,51,3,8.425169367230687,97,8.194807217006218,No,Low
EMP_0459,38,Female,Germany,Healthcare,On-site,40,2,9.030795664812661,92,7.613886651049474,Yes,Low
EMP_0460,41,Male,India,Manufacturing,Hybrid,58,9,4.208723543932994,60,9.879753209773703,Yes,High
EMP_0461,46,Non-binary,France,Tech,Remote,64,10,6.437044408811094,76,0.08084676530010881,No,High
EMP_0462,43,Male,France,Retail,Remote,44,1,6.515186283238243,88,4.37489440863133,No,Low
EMP_0463,34,Male,Canada,Tech,Hybrid,60,8,6.79061859205957,88,2.560444863761279,Yes,Medium
EMP_0464,40,Female,Canada,Retail,Hybrid,45,9,8.201836509249281,87,1.198933871448734,Yes,High
EMP_0465,57,Male,Brazil,Manufacturing,Hybrid,39,9,6.440547061367283,84,9.115153281671846,Yes,High
EMP_0466,33,Non-binary,Canada,Retail,Remote,61,9,6.894098244722455,43,9.979620660956863,Yes,High
EMP_0467,40,Non-binary,USA,Finance,Hybrid,31,7,10.0,100,1.8059620790472364,No,Low
EMP_0468,33,Non-binary,Germany,Retail,Hybrid,53,8,6.8664485108736315,79,0.384333928013636,No,Low
EMP_0469,30,Non-binary,Australia,Retail,On-site,52,3,9.119487832359287,57,2.7505444768050036,No,Low
EMP_0470,28,Female,India,Manufacturing,On-site,31,4,7.6023851888666,53,8.348619180663956,Yes,Low
EMP_0471,49,Male,France,Retail,Remote,60,10,6.33554920830898,51,2.9389008319931675,Yes,High
EMP_0472,35,Female,Brazil,Manufacturing,On-site,55,9,6.135119215389484,73,0.5690148049762156,No,High
EMP_0473,52,Male,Brazil,Finance,On-site,58,10,6.991272886000353,85,0.524921839530299,Yes,High
EMP_0474,40,Male,Australia,Manufacturing,Hybrid,32,4,5.648232250304131,56,4.274228023694365,No,Low
EMP_0475,37,Male,Germany,Tech,Hybrid,43,5,5.9633608403251595,94,9.318257230616197,No,Low
EMP_0476,26,Female,India,Manufacturing,On-site,54,4,6.492327278769064,57,2.8592044163963193,No,Medium
EMP_0477,56,Male,UK,Finance,On-site,30,2,7.352012250312675,92,4.271576807010438,No,Low
EMP_0478,33,Female,Canada,Education,On-site,32,8,9.191196654089255,72,1.0193380538260854,No,High
EMP_0479,46,Non-binary,Japan,Retail,Remote,55,8,6.418054687842084,85,4.935727932689811,No,Low
EMP_0480,42,Non-binary,Brazil,Manufacturing,Remote,47,10,7.553821655653736,79,6.96547064285704,No,High
EMP_0481,57,Male,Canada,Retail,Remote,38,3,5.046522584101538,76,2.711503611772196,Yes,Low
EMP_0482,44,Female,Canada,Healthcare,On-site,52,4,8.272346369064781,53,2.9671130852868477,No,Low
EMP_0483,37,Non-binary,USA,Tech,On-site,50,9,4.933980910087653,40,8.419750254062713,No,High
EMP_0484,35,Female,Germany,Tech,Remote,30,8,7.958063766521722,45,0.10363722347177085,Yes,Medium
EMP_0485,52,Female,Japan,Healthcare,Remote,50,10,6.902890056061835,68,6.36470708550097,No,High
EMP_0486,26,Male,UK,Healthcare,On-site,56,5,6.8552164687122525,51,3.9388463494161696,Yes,Medium
EMP_0487,56,Non-binary,France,Manufacturing,Hybrid,35,1,6.639682338497403,60,2.98380513561469,No,Low
EMP_0488,44,Male,USA,Healthcare,Remote,57,8,5.438496850729482,60,6.5759383224387715,Yes,High
EMP_0489,50,Male,Canada,Education,On-site,46,2,5.5020753881574365,69,8.346685217897052,Yes,Low
EMP_0490,32,Non-binary,Canada,Retail,On-site,32,1,8.003824187246778,100,5.583921163286737,Yes,Low
EMP_0491,39,Non-binary,Singapore,Retail,Hybrid,41,1,7.014324136217666,76,0.3109462194305601,No,Low
EMP_0492,33,Female,Japan,Finance,On-site,41,6,6.630931917782486,57,4.614011908255761,Yes,Low
EMP_0493,30,Non-binary,Japan,Healthcare,On-site,31,7,7.532077540763268,74,4.627599408939731,No,Low
EMP_0494,31,Female,Singapore,Healthcare,Remote,51,10,7.121572339865502,68,5.437984948046078,No,High
EMP_0495,38,Female,Japan,Education,Remote,52,3,6.048482140072144,84,6.709589010435523,No,Low
EMP_0496,59,Female,Canada,Tech,Hybrid,59,8,9.953195471011098,68,0.19318403534340445,No,High
EMP_0497,28,Non-binary,Brazil,Tech,Hybrid,34,7,7.888907654203729,66,5.020126243997504,No,Medium
EMP_0498,34,Male,India,Retail,On-site,38,8,7.152482288031466,81,5.883077693805907,No,Medium
EMP_0499,30,Female,Canada,Retail,Remote,50,3,6.3836664373432725,40,3.4335338641605198,No,Low
EMP_0500,48,Male,USA,Manufacturing,Hybrid,40,8,8.143311627033029,81,6.683652265904331,Yes,High
EMP_0501,23,Male,Germany,Education,Hybrid,34,1,6.054918556328685,90,2.2817771712917114,No,Low
EMP_0502,26,Non-binary,Singapore,Finance,Hybrid,64,10,5.9538703108368844,62,3.173723330674516,No,High
EMP_0503,50,Male,UK,Finance,On-site,56,4,9.031990762888459,94,9.62755347424326,Yes,Medium
EMP_0504,58,Male,France,Education,Remote,31,3,7.036810211284851,47,3.480703708611401,No,Low
EMP_0505,59,Non-binary,UK,Finance,Hybrid,53,10,6.0839809759418655,56,3.4650088736574505,Yes,High
EMP_0506,40,Female,Canada,Tech,Remote,60,10,7.006822837647613,92,5.956806358231153,Yes,High
EMP_0507,29,Male,USA,Finance,Hybrid,62,10,8.020223864618051,73,9.709753298600601,No,High
EMP_0508,22,Non-binary,Canada,Finance,Hybrid,59,4,7.745505344746231,44,9.830804459530004,No,Medium
EMP_0509,43,Male,Germany,Education,Remote,57,10,8.169114715703742,85,5.796579636763161,Yes,High
EMP_0510,38,Male,Brazil,Education,Remote,60,5,5.500532916712624,80,0.01087019804932532,No,Medium
EMP_0511,28,Female,France,Finance,Remote,40,10,8.138978994009813,100,9.006565507683996,Yes,High
